1,0.107142857,0.035714286,0.035714286,0.142857143,0,0.035714286,0,0.071428571,0.107142857,0.142857143,0,0.071428571,0,0.071428571,0,0.035714286,0,0.035714286,0.035714286,0.071428571
1,0.142857143,0,0.053571429,0,0.035714286,0.035714286,0.017857143,0.053571429,0.035714286,0.071428571,0.017857143,0.125,0,0.125,0,0.071428571,0.125,0.089285714,0,0
1,0.096774194,0.193548387,0,0.032258065,0,0.161290323,0,0.064516129,0,0.096774194,0,0.032258065,0,0,0.161290323,0.032258065,0.032258065,0.032258065,0,0.064516129
1,0.285714286,0,0,0.285714286,0,0,0,0,0.285714286,0,0,0,0,0,0,0.142857143,0,0,0,0
1,0.03125,0.1875,0,0.03125,0.0625,0.0625,0.0625,0.03125,0,0.03125,0.03125,0.03125,0,0,0.09375,0.09375,0.125,0.03125,0,0.09375
1,0.03030303,0.03030303,0.03030303,0.03030303,0.060606061,0.090909091,0,0.03030303,0,0.121212121,0,0.060606061,0.060606061,0.03030303,0.03030303,0.03030303,0.090909091,0.090909091,0.03030303,0.151515152
1,0.076923077,0,0.076923077,0.051282051,0.025641026,0.025641026,0,0.076923077,0.051282051,0.179487179,0,0.076923077,0,0.051282051,0.051282051,0.128205128,0.025641026,0.102564103,0,0
1,0.321428571,0,0,0,0,0.035714286,0,0,0.142857143,0.214285714,0.035714286,0.071428571,0,0,0,0,0.035714286,0.107142857,0.035714286,0
1,0.304347826,0,0,0,0.086956522,0.130434783,0,0.043478261,0,0.043478261,0.086956522,0,0.043478261,0.086956522,0,0,0.086956522,0,0.043478261,0.043478261
1,0.0625,0.1875,0,0.0625,0,0.09375,0,0.03125,0,0.09375,0,0,0,0,0.1875,0.09375,0.09375,0.03125,0,0.0625
1,0.125,0,0,0,0.125,0.125,0,0,0,0.125,0,0,0,0.125,0.125,0.125,0,0.125,0,0
1,0.083333333,0,0.041666667,0.041666667,0.03125,0.03125,0,0.083333333,0.052083333,0.114583333,0,0.104166667,0,0.125,0.03125,0.083333333,0.072916667,0.083333333,0,0.020833333
1,0.130434783,0.086956522,0,0,0.043478261,0.086956522,0,0.043478261,0,0.217391304,0,0.086956522,0,0.086956522,0.043478261,0.086956522,0.043478261,0,0,0.043478261
1,0,0.193548387,0,0.032258065,0.032258065,0.096774194,0,0.129032258,0.064516129,0.032258065,0,0.032258065,0.064516129,0,0,0.129032258,0.064516129,0.096774194,0,0.032258065
1,0,0.023809524,0.047619048,0.214285714,0,0.119047619,0,0.047619048,0.119047619,0.19047619,0.023809524,0.023809524,0,0,0,0.047619048,0.047619048,0.047619048,0,0.047619048
